gene	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl-4	XM1845_OE-1	XM1845_OE-2	XM1845_OE-3	XM1845_OE-4
NPC1L1	0	0.046137	0	0	0	0	0	0.022925
XYLT2	8.923822	9.233054	7.962999	6.034953	7.519587	7.972219	8.371205	7.617013
RGPD5	5.977304	5.973521	5.063875	6.004329	7.544546	5.7046	6.814764	8.034947
NUDCD3	16.358374	16.448414	13.43023	13.286944	13.194648	13.240541	16.480061	26.244614
ISL1	1.08242	1.11334	0.898438	1.01782	0.834601	1.211737	0.855049	1.046888
CHDH	1.614266	1.769572	1.125103	1.588459	1.4209	2.350854	1.817526	1.960552
GLT8D1	17.218027	14.488123	13.086045	13.550665	12.163974	14.068904	11.385494	13.452084
ATP2C1	38.93351	35.917717	36.664761	37.862522	32.738663	33.112732	36.449055	37.277721
IGF1	0.055476	0.055301	0.168004	0.048957	0.034691	0.037944	0.039667	0.039255
SLC38A5	94.237862	79.362328	86.737839	89.78804	103.263351	105.200233	90.600777	98.399155
RALBP1	33.721985	33.69548	30.899214	25.353157	34.705189	29.82292	30.794668	27.347307
RUFY3	4.433207	5.224302	5.731011	5.210316	5.043899	6.454726	5.180385	6.485848
SLC11A1	0.314175	0.116133	0.168026	0.370387	0.47908	0.270674	0.076167	0.075667
WWTR1	17.465698	23.507729	23.621042	21.006035	20.336416	23.607954	19.809551	20.204666
AGPS	30.207155	31.44211	29.990866	31.807709	28.335625	27.577539	28.404377	28.518967
CXorf56	13.56119	13.593166	13.03619	15.224791	14.12783	13.713632	13.117931	14.190615
TTC27	14.328293	13.858103	15.38776	18.23275	13.880547	13.526279	15.07892	15.260812
VSIG2	0	0	0	0.151474	0	0.117401	0	0.075732
PHLDB1	26.01161	23.345238	14.572956	11.450867	20.183735	19.102243	27.738817	18.793732
CYP24A1	0.502503	0.562741	0.256048	1.152246	0.593247	0.257188	0.769416	0.501927
PRDM11	8.536933	5.95859	6.174331	5.682579	8.856102	6.820171	9.035257	7.573506
SNAI2	5.87742	6.750535	7.473811	7.413203	6.6007	8.310867	7.270999	6.483397
CD74	0	0.067428	0	0	0	0	0.135425	0.067009
ZRANB1	3.706625	3.124553	3.080904	3.395602	3.510987	3.115638	2.761749	3.2182
NCDN	18.87962	17.14496	15.498901	18.68898	22.87458	19.431782	19.845825	19.894562
ADGRA2	2.76203	2.908251	2.436014	1.684032	1.643676	2.097945	2.083406	1.658473
ZFP64	10.077595	10.709428	10.255522	11.368097	11.40258	12.236678	10.752145	11.392056
MNAT1	11.877624	12.859361	12.630176	8.038489	11.204893	10.929858	9.695538	13.080012
SAMD4A	3.862443	4.195415	6.007295	5.124748	4.61673	4.830158	4.15172	5.335063
RUNX3	15.605581	17.298483	15.971893	15.312384	17.755758	17.943947	16.00086	15.950724
MRE11	14.551397	16.058275	18.008392	17.635212	12.758165	13.700858	12.206375	14.752967
PLEKHB1	0.245412	0.191798	0.185899	0.277934	0.158758	0.263786	0.274909	0.14587
SERPINB1	34.093479	30.903688	34.819279	33.100185	29.814024	26.267361	31.791349	33.526424
SPAST	5.009087	4.955164	5.838992	7.154498	4.036246	5.123224	4.653177	6.397928
NRXN3	0.363962	0.209688	0.439228	0.268752	0.289448	0.239506	0.586386	0.611637
OSBPL5	31.146357	21.516371	27.65073	17.179478	26.672009	25.857771	28.130743	26.521704
AQR	11.797052	12.731668	13.083481	13.829282	14.247845	13.368155	15.212498	14.679386
CPS1	394.661499	414.405365	381.193634	424.265869	395.384949	397.73291	396.329315	412.682892
FHL1	24.110264	13.169649	22.489506	19.761549	23.455769	26.117746	22.144382	20.868206
RTFDC1	47.841885	46.662853	48.695652	41.718357	55.971493	57.377106	72.527855	45.899147
GABRA1	0	0	0.047208	0.025666	0.040316	0.029839	0.024955	0.049391
SLC45A4	7.697927	9.764561	8.412598	8.224408	7.550411	8.078226	7.931408	10.077759
RNF10	58.891399	49.988865	45.792889	48.979225	62.206436	56.144363	78.499176	47.623013
ZNF839	5.05369	6.129548	5.007385	3.896541	4.399116	5.56495	4.635339	4.963336
ZDHHC6	39.283119	38.752731	37.270317	45.863152	39.443802	38.187	39.950008	38.93259
GRAMD1B	13.356239	14.031394	13.957299	16.558231	16.070122	17.37409	15.581496	14.623339
RNH1	63.565716	58.886761	49.424294	49.538025	49.380257	62.320133	57.947552	55.444122
NDUFS1	18.317801	41.305939	16.692999	17.730087	41.05109	43.1031	40.174942	42.023876
RB1CC1	16.704124	21.330851	20.140505	21.306793	19.876404	19.970701	17.904886	17.506516
ERP44	16.478437	17.260469	18.150669	20.532619	18.763823	17.737328	17.617588	18.996281
ALAS1	40.461365	41.03434	46.054367	43.073631	45.002964	43.564426	40.374645	41.74968
BIRC3	1.929752	1.854373	2.252732	2.174	2.686199	2.272398	2.566135	1.57236
AKAP11	5.606507	6.475802	6.538354	7.130871	6.513766	6.429901	6.337617	6.948731
GLRX2	22.406694	22.869764	23.800947	27.744413	24.289539	23.165806	20.208584	22.011778
SNAPC1	4.402815	4.355784	4.707603	5.146341	4.206895	4.693021	3.933289	3.975382
DERA	34.894741	33.424732	31.046749	27.45466	30.522408	32.065891	31.296194	26.012861
STRAP	137.504074	146.545303	125.558342	145.097839	127.167282	121.434158	126.296669	138.962677
ABCC2	38.923573	38.884602	38.682388	44.251938	39.277222	43.16647	40.400719	40.707893
DEF6	0	0.051481	0	0	0	0	0	0.07674
PLEKHO1	2.081409	1.242826	1.662196	0.955328	1.56004	1.350813	0.823273	1.620104
GCLM	17.409834	20.698637	20.165258	24.241737	25.753429	19.566414	24.381239	25.226986
UBR2	7.177749	7.649996	7.327811	7.793273	7.63033	7.172001	7.329342	7.546848
EHD2	46.12215	47.091629	45.866749	41.052792	49.264957	33.861053	49.171154	48.033226
DEPDC1	16.207853	20.961935	17.445993	18.220663	18.164864	19.007889	20.958223	21.451042
CCDC28A	4.638785	3.31085	4.216276	4.604195	3.189339	4.280437	3.51857	3.520094
RRAGD	0	0	0.030098	0	0	0	0	0
HSF2	3.618429	3.339356	2.861671	4.32071	3.767088	3.114944	3.340041	3.42201
PHF20	30.071404	29.924294	27.987677	37.042904	28.511135	27.184669	36.45023	35.421043
HSD17B6	0.597022	0.232764	0.421132	0.514462	0.467541	0.386079	0.666506	0.396539
NR1H3	23.704777	29.536991	23.523754	18.90304	26.637165	24.039211	24.159025	24.623741
TYMP	16.254519	14.583134	11.119812	6.90541	13.653662	16.493315	12.926715	13.24293
NCAPH2	22.377842	23.669569	15.911763	13.336938	19.850779	22.386707	22.164444	22.350758
TOMM34	42.134247	42.030434	38.153236	42.562862	39.735439	42.636326	40.511272	38.708454
SEC63	18.51811	23.648607	26.182476	22.828924	21.363478	19.706106	19.012499	18.807716
KPNA6	28.675592	28.033651	25.237623	30.192369	28.384108	26.107237	26.355091	31.005835
VIM	296.17691	330.707306	364.096832	296.945831	303.730988	308.637482	513.306458	488.526825
RTEL1-TNFRSF6B	5.965881	5.801192	1.584571	0.732936	4.111839	5.364222	2.791054	4.510217
FAS	5.403294	5.079258	5.861186	4.421357	4.526158	3.061014	3.713588	3.901725
RNASET2	8.347385	8.061831	6.29327	5.663429	8.998353	5.132011	6.254869	6.855921
CD44	155.725266	123.819496	138.107071	161.647217	119.37532	77.658134	131.750778	122.514793
KCNG1	0	0	0	0	0	0	0	0.024874
AGPAT4	1.269206	1.122189	1.356789	0.839979	1.332315	0.766946	1.078727	1.036415
BTN3A1	3.608081	5.039935	2.837562	2.493755	5.456834	4.298925	3.121001	3.023181
MIPEP	9.162531	9.109654	6.707571	7.586742	7.968575	7.143749	8.646846	8.053835
PRKCH	6.904121	4.364151	9.87224	4.748118	9.881009	11.166467	9.247268	5.028604
IFNGR1	11.436566	10.633769	10.38845	12.190442	9.76915	10.272555	9.298201	9.943728
B4GALT7	9.095987	10.375962	7.853367	7.698464	10.360559	9.033589	8.047845	9.532004
SH2D2A	23.605858	21.539875	23.608158	17.263851	18.20187	22.248936	19.609861	20.106869
VRK2	18.210468	19.753435	23.997046	23.568417	17.961912	17.142357	18.075621	17.751728
TNFRSF1B	1.615777	1.191043	1.099597	0.683151	1.482826	1.366724	1.095768	0.961774
VEZT	27.000008	20.980909	26.070822	23.079887	19.968399	17.830982	25.5347	28.223087
POU2F2	0.025052	0.033748	0	0.050715	0.063331	0.050654	0.347978	0.058692
BRD9	69.952957	70.633575	62.649239	57.969738	64.133484	73.27137	62.062801	80.679199
SNX1	44.10162	53.047253	42.123535	46.317898	46.128471	46.8517	49.163036	40.727737
TBPL1	7.662281	6.136913	5.288526	6.124695	10.367058	3.960746	4.610501	9.437545
ARNTL2	1.910378	2.561461	2.569441	4.590277	2.882148	3.818647	3.108629	2.768144
BCLAF1	19.327423	23.901825	22.996515	29.932514	25.663641	25.294325	28.182028	29.402674
SLC39A9	14.872065	16.750729	14.210255	25.673672	23.670408	12.268069	21.629854	24.202345
ANK1	0.035455	0.090947	0.025418	0.043487	0.029905	0.134819	0.042283	0.109264
TFB1M	9.607796	11.094726	9.119625	10.355165	8.215301	7.27177	9.638908	10.369465
RABEP1	30.928564	32.323887	29.422083	41.51136	29.074102	33.34568	35.54248	32.506943
HMGB3	36.492512	34.42688	41.453926	33.460354	34.18951	36.624023	37.723591	40.545578
NUP160	81.674911	85.216339	74.387978	90.40213	75.850723	75.006157	74.541786	77.394089
BAK1	13.232134	11.139335	10.205682	10.282522	11.208238	12.196482	11.857025	11.716334
IKZF2	0.018741	0.037364	0.02366	0.083482	0.033676	0.052191	0.037521	0.08045
GRN	67.095375	71.420929	62.474499	48.767666	85.418144	65.034103	67.521133	64.081192
FAM13B	8.410447	8.788853	10.089049	12.004136	12.198571	9.900479	10.666463	13.055414
ARHGAP31	1.022349	0.857037	1.143658	1.05993	0.978443	0.986741	1.082913	1.035564
CENPQ	8.619317	10.278104	9.815577	10.641774	8.859995	7.898919	8.541341	9.25254
SARS	141.96817	131.879486	125.658836	121.813057	109.286819	112.715462	109.376671	99.02713
RANBP3	42.964111	39.996498	44.574657	43.012939	40.459122	37.104027	32.495884	47.563324
ARID4A	4.305621	4.146782	5.198732	5.1159	5.51844	4.262581	6.723429	5.14201
TSSC1	14.362772	18.318392	14.306834	13.001607	16.676636	14.483006	17.108238	16.09309
PNPLA6	42.003834	32.22052	47.235722	23.659054	36.052925	37.837132	41.320137	43.725697
IFT88	4.764781	4.604234	5.605077	4.213108	4.537278	3.370512	3.492551	4.398327
ALG1	20.157532	16.807892	15.464972	19.744032	17.874376	22.632227	29.253925	16.701357
ZCCHC8	23.657862	25.83696	26.37134	28.112858	24.978287	21.135689	22.154774	24.221373
ABCF2	44.654404	43.060223	40.281921	43.119453	47.68034	50.500828	46.049671	46.543026
CHPF2	16.335297	14.883648	16.859617	13.834921	17.176607	23.162495	17.961651	17.453377
LRRC7	0.390798	0.680375	0.460987	0.462034	0.552507	0.419516	0.303591	0.46144
FUT8	2.669842	3.021621	1.605671	3.343965	3.743978	4.21303	2.343106	2.722083
UBA6	12.265688	12.772518	13.326147	13.615357	12.800598	8.382595	9.719557	12.680824
GAB2	3.645392	3.243239	3.309727	2.800852	3.34394	4.085715	3.057955	3.677078
ATP6V0A1	19.341558	16.179859	13.764237	22.230169	18.081909	22.260664	14.269784	16.304756
PIAS1	7.950718	8.276982	7.813881	8.024477	6.716818	7.505206	7.919171	8.309739
SLC4A7	14.439487	15.415441	15.293794	16.230871	16.232145	18.476589	14.217567	18.937014
APBA2	0.206817	0.216373	0.20086	0.141611	0.246278	0.099558	0.267761	0.147736
MAP2K3	26.05571	20.638987	20.5481	18.405291	20.941513	29.526234	27.140598	25.235756
TMSB10	1253.968018	1255.845215	1216.4104	1252.543823	1320.574097	1340.643066	1240.36145	1222.824585
ASTE1	5.874469	5.918793	4.979234	5.440428	4.808736	5.170228	3.986602	4.998806
RNF19A	20.87957	20.696983	25.473993	21.57626	20.18889	23.51683	21.112732	20.780493
PEX3	10.706356	8.917574	9.820656	11.996139	10.736956	9.687732	10.537213	11.028293
GABARAPL2	46.130062	43.513229	35.813839	43.392197	42.445339	41.930023	38.683525	37.965836
SH3YL1	1.942466	0.628871	1.193919	1.588941	1.840837	1.272598	0.967523	1.316815
FAM136A	22.055632	20.021872	22.200747	29.322628	23.412117	23.779819	24.415804	24.81535
VCL	71.90493	75.165504	71.617249	38.098129	45.782322	65.254509	48.088745	47.430759
DEPDC1B	14.132881	12.526169	12.330504	14.812716	11.385604	10.416193	12.102382	11.81862
DAPK2	2.575945	1.368226	3.008053	1.312608	1.236247	0.957092	1.887164	1.231804
NSMAF	19.015615	19.58848	21.4599	21.451445	20.23455	17.713627	19.917746	18.428339
ADSS	33.282345	32.993847	29.104952	38.77837	31.012707	27.706949	29.940525	29.490665
TIMP2	26.841469	25.335075	72.147842	83.476097	81.096237	83.522438	65.482117	21.319532
RFC1	25.014755	27.235121	27.314573	27.519587	27.525311	23.538406	37.489876	25.595976
TBC1D23	8.569123	9.840357	9.89293	11.928913	9.386224	8.670162	9.376814	10.765852
CUL3	9.931631	21.329351	12.227146	13.540538	27.207891	9.856256	25.262695	28.361229
MYOM2	0.023298	0	0	0.03598	0	0	0	0
ZZZ3	11.776011	14.670484	13.829235	13.320748	11.038138	10.811419	12.994631	14.531307
USP2	6.158705	5.66466	5.347358	5.552766	6.195292	6.059337	5.692514	6.502267
TUBG2	24.702576	23.320784	23.665468	22.043587	24.313709	26.18379	23.516623	23.24202
RPL26L1	59.138702	57.907642	55.926331	58.670135	59.793194	59.302517	55.8862	56.084637
NSUN2	188.008453	165.424973	157.067169	169.076904	161.561172	176.789413	179.653259	175.723785
FBXO42	5.587502	4.905704	4.117134	4.301963	4.815315	4.122069	4.576316	4.595944
MFAP3	8.472976	4.700434	10.056204	5.324118	9.428367	5.116315	8.490599	8.054573
MRI1	31.460737	31.304146	33.074673	25.430956	30.109161	32.30579	36.02755	34.913544
METTL1	13.590508	15.678794	14.088015	14.674175	10.406129	13.421437	13.63738	15.588345
HOXC8	2.685341	3.117961	2.919797	2.983645	2.455628	2.898077	3.184149	3.008567
AGA	2.903357	4.336185	1.609196	2.618564	2.819233	2.858114	3.307566	4.19994
PI4K2B	5.543487	4.957613	3.782577	3.393221	3.245346	3.419192	4.64853	4.602461
BOD1L1	10.785331	12.022512	15.116457	13.520043	14.313319	14.500978	14.138233	14.572812
MAT2B	34.572956	35.95385	32.519379	40.946617	35.511391	35.600128	35.473717	38.290157
TLL1	4.128084	3.343418	5.746102	3.75086	4.013613	3.755697	3.264119	3.626127
EDC4	35.260326	37.050747	31.846931	28.239656	29.627718	31.555904	34.328529	31.14238
TRIO	65.389122	68.800926	60.356461	63.155704	63.445518	68.197449	58.892918	74.181381
CLEC16A	13.502213	9.86726	10.742843	8.987107	11.231911	11.6994	10.303128	12.250934
CDH1	1.070461	0.643653	0.15837	0.220909	0.077284	0.419514	0.207376	0.144783
SKIV2L2	54.600838	48.201717	43.549484	52.666729	41.664261	45.638042	49.556648	50.670788
DNAH5	0.120621	0.143972	0.093292	0.10663	0.104735	0.022271	0.13083	0.108593
ZFYVE16	14.846372	14.071598	14.982436	19.437504	15.251019	13.280797	16.974909	18.823748
RIPOR1	55.583229	55.428745	56.534744	45.699238	49.368927	61.229816	50.568443	56.237602
RAI14	39.726559	37.394577	40.024002	39.097164	38.949436	40.314301	35.994816	40.380062
PNKP	20.04895	19.028774	19.551386	11.259785	12.45301	13.849463	18.602081	18.497427
BEST2	0	0	0	0	0	0	0	0.079517
PHLPP2	3.706942	3.905083	5.132792	6.780849	5.668056	4.149545	4.116372	6.091726
SPDL1	49.514435	57.01606	58.838795	63.34264	50.519073	51.943817	52.804474	55.173656
STAU2	14.58447	16.060974	16.888107	16.568718	14.423188	15.317111	18.954374	13.670824
PQLC2	8.725263	9.576649	7.851793	7.546457	9.058931	11.038552	11.199273	10.252933
CTNS	9.27667	9.221528	11.118346	9.850112	9.622801	8.906476	9.479309	10.307793
RTN4R	12.50118	12.547161	12.439775	10.312998	11.896491	12.325095	12.484183	11.729548
PHF23	43.177361	45.539619	40.100685	32.740253	34.5574	51.982693	44.121964	34.924877
INPP4A	12.836698	12.26003	10.75828	11.216777	10.632486	14.082342	10.60109	10.124527
RAB27B	3.11285	5.39831	3.507243	4.448442	3.821698	3.516643	3.3731	3.663704
PSMA4	150.32132	155.171051	189.876266	154.487411	133.179214	121.704384	188.988586	143.4086
MYO16	0.094258	0.150605	0.099166	0.054649	0.185838	0.121849	0.109925	0.183961
LSG1	27.829235	28.578075	30.665779	32.017143	31.170008	30.044409	28.38728	30.621607
PARP3	6.568157	8.850965	8.193334	7.179619	7.974047	9.160589	8.306349	9.268669
TNC	0.038067	0	0	0	0.024725	0	0	0
THAP3	6.592948	6.483389	7.970586	6.174435	6.364641	8.479366	4.86928	6.830698
RIPOR3	0	0.052246	0.067388	0.040393	0	0.048967	0.148303	0.02573
TDP1	17.092772	17.612871	13.261245	21.412893	20.687632	19.775978	17.541779	21.892025
AIFM2	18.447384	16.106596	15.1365	15.130823	17.790152	19.456116	18.598131	18.993057
SPATA7	1.94106	0.977834	1.572706	0.963795	1.00012	1.852187	1.79365	1.710878
MED17	17.646626	21.06592	20.524244	25.187346	25.314974	21.456482	23.578108	19.93903
RETSAT	24.699905	25.872995	22.877703	27.808304	24.737307	24.216654	26.407646	21.581045
CAPG	65.821968	65.116356	60.347923	52.335976	53.724464	54.917324	51.089962	56.257687
AP2S1	120.166367	121.610085	99.547882	95.725838	101.443665	106.680382	114.017456	98.293823
USH2A	0	0.006167	0.019525	0.021659	0.00667	0.01481	0.006193	0
ADAM28	0	0	0	0	0	0	0.015588	0
BARX2	0.006798	0.001572	0.011443	0.0028	0.032982	0.021265	0	0.011973
DCUN1D1	12.377554	13.756497	8.733156	12.249204	8.696454	13.067063	13.38833	11.904233
JADE2	22.375853	16.867935	19.116838	18.146698	22.136814	24.269075	18.960302	22.070147
ZIC2	8.460569	5.928831	5.582266	6.80348	6.114552	6.99235	6.806286	6.576299
TRIT1	18.355152	19.738678	16.763525	18.287134	15.78795	17.635687	17.27619	21.075653
ADRB1	0.44753	0.529794	0.542778	0.29509	0.467505	0.490096	0.450049	0.221468
CUL7	7.248364	7.099152	5.413338	5.691345	6.308104	6.445198	9.30153	7.70262
CTNNA1	175.660446	158.978271	247.863876	174.836792	156.404572	180.491745	242.230682	207.596313
PHKA2	11.55271	8.870658	10.715646	9.458143	10.310788	9.66579	9.112199	8.073963
CNTLN	2.115536	2.523921	2.748363	2.928629	3.080424	2.171093	2.901242	3.067498
HSPA5	319.253265	313.703125	272.644531	301.436798	348.196106	343.564148	317.270599	313.504669
DSG2	47.111073	52.912849	53.915005	59.524891	53.379261	50.951756	48.748257	50.079796
GEMIN8	6.131259	5.790002	3.557471	6.046638	4.395447	2.630811	4.206104	4.45451
OFD1	11.126971	11.272917	14.959404	14.96328	11.490508	16.311283	11.9009	14.289312
GPM6B	0.270512	0.350582	0.53199	0.736607	0.459796	0.402763	0.30892	0.349762
MAGEC2	0	0	0	0	0.063259	0	0	0
WDR37	3.037933	3.168739	2.223943	2.540949	2.282435	2.297545	3.999769	3.678219
YTHDC2	10.067623	15.438413	15.52956	18.335758	12.241417	13.490232	13.875756	12.994111
CTPS2	8.380119	8.60199	6.924709	9.981749	8.369415	8.22793	7.41648	8.652666
ATP6V1H	16.712872	16.677576	14.698387	16.059013	14.61375	13.666059	18.080444	15.599181
POLR2B	42.397858	46.610916	48.33688	52.201061	39.889793	46.174534	46.701065	48.174599
FAM214A	3.160493	4.470704	3.233785	3.2207	2.113043	2.557337	2.59792	3.059197
ARAP2	0.89843	1.123417	2.115732	1.159257	1.227972	1.003559	1.724432	1.371282
TPR	24.464025	34.870602	44.259533	43.572792	40.788521	40.937958	34.584251	38.511284
CP	0	0.275646	0.174661	0.032151	0	0.525919	0.12209	0
KIAA0556	10.203287	11.144563	10.405227	7.848197	10.323961	8.349494	9.749125	9.731387
DTNBP1	12.717463	7.790429	11.613008	8.211326	6.540823	8.268629	8.28377	8.138405
XK	8.539514	8.916605	9.483396	10.199153	9.599755	9.555666	9.934877	10.35021
ANO2	5.105263	2.618213	2.433824	3.135749	3.653519	4.173327	4.073257	5.496132
C12orf4	8.192703	7.821617	6.513649	8.456631	7.401393	11.091751	7.272152	7.97991
SCML1	7.64888	7.802718	9.28489	10.558519	10.163744	8.871689	11.099322	9.132816
WWC3	4.493399	4.456804	5.253537	4.124381	5.112102	4.807509	4.824328	4.835779
ARHGAP6	0	0.064703	0.03512	0.019094	0.069982	0.134611	0.102599	0.018372
FAM184B	0.022867	0	0.032292	0	0.012907	0	0.026947	0.010988
MAP4	76.130478	109.408218	92.03038	93.321243	108.502922	103.942299	74.588501	82.318016
GOPC	13.399601	13.324276	13.79679	15.839675	13.568093	12.329847	13.638444	13.153267
USP28	14.332133	14.591708	13.673025	15.868448	18.560997	15.63291	15.815178	13.621429
HDAC9	0.297742	0.2113	0.205355	0.235437	0.181605	0.187818	0.211613	0.18566
TSPAN17	13.292286	12.244564	10.863692	9.591628	10.545599	11.504534	9.575615	12.02661
NOP16	58.980244	45.550518	48.204128	40.189034	53.123173	53.990082	52.895847	54.328217
CC2D2A	9.445971	7.630591	7.324152	10.072152	5.971725	6.896654	9.988525	6.74644
RRM2B	6.803657	6.125954	8.031383	6.526634	6.764283	4.922277	5.755345	4.704909
ZNF800	12.927638	15.69254	18.256462	13.37461	16.03849	15.175293	9.040713	15.536275
SNX29	2.508304	2.69079	1.544147	1.2226	1.492765	3.017026	1.395607	1.446412
LMO3	0	0.03083	0	0.033169	0	0	0	0
MRPS10	25.264894	27.732134	24.619165	28.345308	23.809534	21.85817	23.021633	22.099607
RSF1	14.849891	16.264763	17.235836	14.774022	13.738945	10.463808	13.633859	14.855945
VPS13D	8.873382	9.107126	6.806951	7.030891	6.991035	8.223391	9.022002	8.000031
CELF2	1.438682	3.329108	2.472752	1.805233	3.382617	3.338155	2.406826	3.276404
FAM120A	62.013855	69.678261	70.16172	70.785889	71.675545	71.989563	68.239517	67.904976
R3HDM1	34.770348	44.957111	54.079441	53.012917	41.383541	45.620804	52.37664	38.435814
COL9A2	0.709795	1.165229	0.64144	0.440401	0.616099	1.023347	0.793077	0.74642
KITLG	9.599774	11.161389	9.653159	13.155948	6.928275	10.930417	11.211713	11.682631
ERCC8	5.354519	6.548531	6.135938	8.246529	4.896187	5.586716	8.152692	6.415644
