gene	Sham-1	Sham-2	12-HETE-1	12-HETE-2
Syce2	1.098032	1.009543	5.946716	8.31516
Nfat5	4.550064	1.523734	4.482567	4.025044
Nob1	7.82048	8.053003	29.094477	29.205557
Nqo1	1.658031	1.69399	11.510365	12.643382
Ppfia3	0	0	0.060505	0.052453
Gys1	0.660144	0.795557	5.976986	12.247663
Ruvbl2	6.293519	10.443939	29.533577	32.422112
Lin7b	0	0	0.073476	0.115558
Bax	16.905312	15.462522	118.906166	110.742805
Il7r	0.093107	0	0	0
Tfam	13.391322	9.817823	9.137595	11.406929
Zfp81	0.420008	0.25816	0.729673	1.008554
Efnb3	0	0	0.069573	0.303144
Mmd	34.560085	36.045597	6.127548	4.741606
Hlf	7.628617	9.336129	1.71152	1.933478
Fam162a	50.146374	58.544201	438.314575	463.099274
Rpl8	254.86525	256.770752	826.941711	775.145447
Ssbp2	0.101333	0.102282	0.374053	0.194365
Fancl	1.654518	1.291555	2.919321	3.104765
Brinp2	0	0	0.022569	0
Gstm5	7.049867	4.472558	15.065623	14.505836
Gstm7	28.661345	30.303785	5.423339	4.938971
Gstm3	49.321548	50.851933	28.858753	18.502735
Stat3	103.434868	81.117653	38.833851	36.292465
Stat5a	3.775086	2.43167	9.940937	8.277802
Ptrf	1.922154	1.351602	7.231778	11.816462
Map3k11	9.659366	10.726843	21.300955	20.162834
Akt2	37.677059	33.499271	27.763109	22.939533
Dnaja3	64.351616	65.896271	30.997976	33.041321
Hmox2	29.697598	22.813822	24.089064	23.03779
Cdip1	50.131783	50.124641	11.168592	10.59212
Map3k20	1.032497	0.849205	10.549829	12.332993
Cwc15	40.473377	43.872791	56.417149	57.855461
Col5a3	1.384153	0.904752	0.324641	0.31817
Dnmt1	0.664974	0.63081	10.792708	11.196234
Ppan	11.113098	11.956146	42.104137	41.197788
Angptl2	3.173008	2.304955	0.58347	0.947527
Cacna1e	0.042549	0	0	0
Cacna1b	0	0	0	0.011646
Trmt10a	1.859665	1.346845	5.008331	5.979933
Etv1	0.158973	0.053854	0	0
Kifc2	0.44457	0.337896	0.388784	0.410116
Psap	142.521347	127.246933	157.142746	153.335236
Ikbkg	22.210924	16.838335	40.722771	41.534054
Wars2	1.026358	0.986595	1.882487	2.017724
Atn1	1.59353	0.404341	18.612562	19.435204
Phb2	121.440155	120.275002	248.680817	216.850296
Ptpn6	8.229075	7.097586	3.230018	2.201086
Eno2	0	0	0.144184	0
Emg1	31.937807	30.138311	59.238758	63.400688
Lpcat3	40.165047	27.525114	35.681442	34.544334
Atp6v1f	39.876373	40.944016	107.014412	96.227463
Il12b	0	0	0.056957	0.028727
Clcn5	0.799302	0.590448	4.511816	4.575161
Clcn3	7.153375	12.488447	11.961955	14.051545
Hif3a	0.093949	0	0	0
Gpx6	0.161164	0.406685	0.177866	0
Utp20	8.521676	7.148166	14.007482	14.968531
Spic	1.042247	0.399406	0.340587	0.302918
Cul3	19.896553	22.328457	23.03595	23.513906
Il11	0	0	0	0.028845
Large1	0.640486	0.809278	4.86024	4.210212
Ddx56	14.787638	18.744843	39.107933	35.061161
Tmed4	31.276041	30.783991	26.088327	23.696819
Col26a1	0	0	0.295902	0.261099
Bid	1.159315	2.073454	20.768946	22.349762
Ralb	3.998789	3.833131	27.329842	31.981699
Ppp1cc	31.19623	21.512709	42.597092	43.806263
Dnajb11	76.835007	103.203842	30.051878	25.775322
Tbccd1	8.646591	12.124599	3.625397	2.685184
Clec11a	0.302955	0.237839	0.371623	0.157216
Zfp324	1.208168	1.970245	1.650206	1.204771
Gab2	0.600673	0.408774	7.006344	7.899215
Coro1c	6.222036	3.622354	35.165257	36.362846
Tax1bp1	45.117699	49.108006	44.466957	47.671852
Ctse	0	0	0.037238	0.079067
Ndrg2	401.519531	396.166931	92.952232	94.660881
Mettl17	5.108081	8.629593	3.042664	4.075264
Arhgef40	0.452035	0.619721	5.683146	4.545842
Pnpla6	10.971697	11.270124	8.815503	9.053938
Mcoln1	15.735377	11.108232	29.057882	31.170769
Arhgef18	7.407501	3.865431	19.561075	21.859875
Pkn2	9.156185	11.898485	15.309398	20.255283
Cd33	0.910498	0.393089	0	0.009749
Etfb	345.455933	490.607483	104.507515	97.192848
Stxbp2	18.403658	14.750994	32.457401	27.125778
Pcp2	0	0	0.029821	0
Sgce	1.499086	0.238991	3.871682	3.74532
Chn2	9.862331	8.307364	3.321273	3.30755
Wwox	1.400722	2.443097	3.610786	3.12381
Slbp	8.542791	6.761508	13.08335	13.016697
Ghrhr	0	0	0	0.021918
Aqp1	36.192131	26.552921	1.13338	0.711505
Arid3b	0.545477	0.484967	3.794228	5.137136
Cnn2	1.828749	1.394271	3.329171	5.61818
Polr2e	12.17258	14.342744	55.561089	47.815861
Myo9b	4.608033	5.884135	38.85231	46.448006
Hdac9	0.038164	0.183427	0	0
Ly9	0.160342	0.162674	0.469018	0.310489
Cd244	0.079983	0.053821	0	0
Adgre1	5.334222	2.327779	0.62909	0.589024
Mtfp1	7.668074	8.357546	6.144798	4.84196
Rab23	0.784435	1.089951	3.087952	3.50216
Rab11a	21.964289	26.620947	31.707672	35.125118
Eif2b2	19.089437	14.441263	28.98595	27.434469
Dlst	50.899361	52.194458	35.800648	34.301014
Pgf	0	0	6.611393	8.935342
Ulk2	12.880521	9.965342	5.185726	4.258239
Ccl24	1.451811	1.714493	0	0
Dgkq	8.450367	4.157646	6.333238	6.267986
Grap	2.283374	1.034967	0.698859	0.220099
Chmp2b	11.113907	11.625822	34.469318	32.258488
Plod3	9.92785	9.218477	25.743595	26.714993
Ap1s1	20.806746	22.34259	51.273434	43.378777
Mapk13	0	0.361962	0.218215	0.511983
Srpk1	5.12855	7.191472	24.315605	26.582973
Lbr	3.188325	3.529253	10.258554	15.226995
Crabp2	0	0	0	0.281962
Nes	0.049091	0.198204	1.219937	1.899812
Prcc	11.667617	10.16447	20.439247	22.800619
Rrnad1	3.27679	2.225312	4.429723	5.111475
Hdgf	70.209549	55.345627	221.112701	204.472473
Slc25a18	0	0	0.727027	1.460269
Thop1	5.973015	3.769373	26.569012	23.68198
Apba3	28.164101	25.033077	22.805849	21.009108
Matk	0	0	0.040701	0.264999
Pias4	7.63875	9.577595	12.087969	11.51932
Map2k1	19.070732	17.19882	73.566414	84.33757
Sgta	25.268465	22.744925	51.627579	47.845528
Tmem242	25.591677	28.977062	26.416245	22.394606
Dtx2	1.04672	1.058231	7.418964	9.008978
Zp3	0	0	0	0.039446
Hspb1	13.030195	8.686233	262.459961	293.823364
Rasa4	0.440693	0.025506	0.291759	0.185271
Hnrnpa2b1	151.522614	138.132904	121.398285	129.190613
Fxyd4	0	0	0.046174	0.036292
Ccdc130	2.859174	1.004395	5.948707	8.285351
Mri1	5.751831	5.676372	52.569839	46.747452
Prkacb	9.227527	8.421803	12.650644	13.607714
Sgsh	0.873822	1.089593	2.810687	3.40377
Chd5	0	0	0.238187	0.264765
Cstb	33.180714	27.988323	644.034058	669.623535
Sh2b2	0.12978	0.464859	4.951212	5.767833
Pex5	32.616886	29.913214	40.375984	39.192162
Jkamp	8.847206	8.460786	10.808151	13.039439
Cd44	1.962176	0.972925	1.467873	2.553991
Slc1a2	28.827732	35.69437	4.84592	4.322021
Eif2ak4	1.144063	3.017201	5.106032	5.327257
Wdr1	11.985518	14.163201	88.0187	106.030357
Slc2a9	8.849717	7.535411	3.580668	2.934731
Wisp1	0.175	0.13896	0.627991	0.484915
Ndrg1	8.188425	4.883017	29.671629	46.958614
4930550C14Rik	0	0	0.237968	0.030396
Man2b1	25.733685	20.052942	19.513578	16.168539
Klf5	0	0	0.527246	0.610111
Wdr83	13.646662	13.736264	11.610857	11.04871
Prdx2	70.167717	75.273994	73.777908	74.801231
Polr2a	10.279078	8.043401	24.835461	26.655596
Senp3	16.946566	16.175552	29.15613	32.60284
Plekha8	3.638521	4.834544	5.811739	5.199852
Spc25	3.474179	1.566274	2.463391	1.911332
Dnah2	0	0	0.0117	0.004202
Ripk4	1.869929	1.985673	9.284738	9.785563
Ufd1	13.504332	17.537083	14.722409	15.959118
Zfp287	0.059124	0	0.026849	0.185231
Prlr	8.137176	13.847863	5.714503	5.767943
Letm1	19.794754	20.623289	23.614595	22.79784
Ubqln1	33.594715	35.5434	37.528652	34.86631
Fgfr4	4.728139	3.72007	9.18354	13.845417
Cadm3	0.849745	0.195881	0	0
Txn2	82.339699	93.538452	46.088844	48.156128
Crbn	12.620688	13.630466	14.522309	14.756298
Msh6	1.42182	1.019135	11.022549	10.934487
Fbxo11	7.037787	7.999169	5.263231	5.580671
Mlxipl	43.482727	42.793213	87.730896	70.764641
Tbl2	4.782833	5.461071	8.907552	9.723724
Wbscr22	13.190863	18.575571	17.608601	19.860413
Nid1	3.198689	4.059269	30.821102	31.56547
Mcm5	0.295283	0	3.638185	3.406718
Hmox1	25.449545	15.860755	181.268036	207.537643
Mprip	16.344385	13.031586	29.410662	29.997187
Cic	6.027198	5.092712	20.841068	22.129244
Pafah1b3	0	0.224602	21.366098	28.790829
Il27ra	0.351737	0.295565	0.052526	0.019181
Prkaca	16.379021	13.946679	13.757938	10.915207
Asf1b	0.168196	0	0.749447	0.880508
Ddx39	4.819161	11.721128	43.584446	43.304737
Dnajb1	5.440911	6.848083	20.718893	21.020502
Msh4	0	0	0.201279	0.219497
Usp40	8.518738	7.193703	6.360229	6.617418
Kbtbd4	9.501769	11.174352	15.824693	15.781433
Celf1	20.446455	22.144787	29.077671	30.546904
Ndufs3	107.599205	94.597794	73.422073	63.588467
Por	484.846832	469.910004	205.717621	210.969101
Igf1r	0.246243	0.330772	0.138705	0.070711
Insr	26.056816	26.531219	15.604642	13.020064
Fcer2a	0	0	0.00872	0.073181
Cyp2a5	135.458237	177.341614	464.11853	483.994904
Trim28	17.807159	10.820889	98.514328	91.063354
Ube2m	21.07539	27.441439	48.594788	48.943554
Adcy9	2.566638	2.125902	4.247862	3.600467
Mef2c	0.199362	0.418147	0.00441	0.06966
Ctr9	11.167824	8.869891	13.211726	13.754026
Eif4g2	109.054443	125.758293	102.356369	107.169571
Mrvi1	0.096382	0.048975	0.05806	0.017718
Pcyt1a	15.07263	15.979641	10.738387	10.341159
Zfp592	5.470115	3.016371	7.218084	6.407747
Psmd4	45.237076	42.635036	91.653458	83.566895
Tmod4	0	0	0.097983	0.984248
Snx6	7.769279	8.668665	26.559811	31.806454
Mthfd2	2.010785	0.844587	41.020947	39.129025
Kit	0.95839	0.60394	0.977864	2.013736
Tomm40l	3.53333	4.358458	5.507952	4.425494
Nr1i3	23.450258	36.023735	3.084411	1.906248
Apoa2	6642.86084	7098.678711	4034.711182	3979.138916
Pan2	4.970485	4.909932	5.274999	5.197381
Cs	25.660322	27.671009	75.70871	64.312622
Ampd3	0.243359	0.09886	5.777919	6.003577
Bcas2	12.907059	10.3752	17.056185	15.174955
Ctcf	6.756333	7.81213	24.197626	25.749245
Pard6a	1.329227	1.43965	2.881797	3.545048
Agrp	0	0	0.47652	0.836142
Tfap4	0.278841	0.477885	2.792574	4.038582
Ranbp1	22.678246	27.577906	107.180199	97.207382
Cd247	0	0	0.1407	0.089802
Rfx5	1.111316	1.351425	8.405247	6.874638
Psmb4	112.650398	105.959274	228.958115	207.604263
Mmp8	0.289365	0.25035	0	0
Slc30a4	2.123394	2.127391	9.681205	10.909363
Sqrdl	54.07959	67.267334	39.448975	38.676907
Bloc1s6	3.080526	3.903814	5.762501	4.865566
Metap1	15.469629	15.266269	31.056726	35.833721
Gpr108	10.058133	8.652918	16.446156	15.096584
Tnfsf14	0.586559	0.381003	0.915361	1.048793
Gata6	3.604178	2.935172	2.707483	2.564101
Rsl1d1	22.092077	29.673605	82.521599	85.513145
Apc	2.925609	2.818209	6.811417	5.839611
Reep5	4.389219	3.978662	22.1	22.108562
Ergic3	48.055264	36.022919	36.382782	33.874577
Uqcc1	16.723072	13.660995	8.843447	14.021234
Ncoa2	14.016993	9.517377	8.015033	10.135758
Nr2c2	2.283775	1.516587	3.671809	4.041825
Nr2c1	2.348948	2.373714	6.055887	5.67648
Smpd4	2.380588	2.408171	6.22744	6.908928
Pex1	10.278887	12.713175	5.006185	4.794242
Kctd20	9.443804	8.788804	24.5991	25.005262
Itgae	0	0	0.046744	0.065969
Ctns	6.918293	5.217391	7.504624	5.059144
P2rx5	0	0	0.446723	0.15258
Shpk	14.671073	17.805691	4.58235	3.344058
Trpv1	0	0	0.08236	0.051882
Ephb3	0	0	0.01166	0.011841
Tuft1	2.621913	1.864463	28.814562	19.968655
Rcn1	3.049806	2.589243	6.713015	6.818265
Dnase1	0	0.07274	0.336973	0.854219
Trap1	66.342812	62.366844	50.082703	46.760002
Naa60	29.888113	23.52523	9.040674	5.80268
1700037C18Rik	1.207489	0	1.798666	0.945565
Ankrd13d	0	0	0.425863	0.054162
Tpr	31.90029	27.561474	25.256933	24.261381
BC003331	10.974912	12.73525	7.57717	8.410563
Prg4	65.228607	74.393967	9.457387	10.732926
Dhx34	1.514845	1.540464	6.58916	7.672321
Kptn	6.880702	8.956188	6.275059	4.978511
Napa	24.895639	23.427975	31.986124	30.686359
Sra1	44.924007	47.74818	42.377346	44.559742
Atp5g1	133.166855	170.114212	172.895584	140.337784
Snf8	33.341087	25.898865	29.041819	26.661503
Tbcb	12.856885	16.764826	30.605543	29.433197
Inpp5k	4.469396	2.39309	5.342579	4.871816
Crkl	8.189572	7.734994	20.644934	19.693459
Eps8l1	0.127996	0.376385	0.527608	0.28926
Clint1	21.565172	26.380442	37.888065	35.667816
Prss16	0	0	0.066382	0.06741
Cdkal1	2.207664	2.942154	5.00291	5.753045
5430419D17Rik	0	0	0.048879	0.064369
Htra1	1.435787	0.55956	0.545967	0.055091
Zbtb17	4.571342	2.885733	12.198486	12.953587
Fam131c	0.486824	0.211828	13.933063	11.291255
Fblim1	0.19198	0.325626	1.815112	2.714085
Hspb7	0.253416	0.109625	0	0
Epor	0.113849	0	0.044743	0.285589
Ccdc159	1.523543	0.695743	1.181484	1.900918
Mob1b	8.993871	7.322718	8.595399	10.846695
Atp6v1b2	14.602401	12.523065	41.22327	44.095402
Eps15l1	3.668222	2.488331	7.402738	7.872469
Tep1	1.258405	1.518133	5.192902	5.859627
Ttc5	3.202056	3.206719	10.366943	10.316516
Osgep	8.71382	9.730845	4.618899	4.261819
Aamp	61.872589	63.328411	54.582367	50.011234
Tmbim1	14.391659	8.782339	14.034651	14.243432
Arpc2	63.309464	60.981808	167.915207	181.156601
Kmt2b	6.798523	8.605804	9.303573	9.163013
Zbtb32	0	0.449972	0.963564	0.654115
Upk1a	0	0	0.03896	0.252877
Tmem147	48.376511	52.689999	51.709846	43.344055
Rps9	251.096893	183.051392	538.664795	504.295197
Tfpt	5.811832	7.269555	8.002262	8.567193
Susd2	0.467204	0.647218	0.363074	0.618396
Ggt5	0.768891	0.647872	0	0
Crip2	15.770879	28.612684	25.242331	19.433355
Crip1	0.984703	1.982749	0	0.036947
Cbfa2t3	0.162302	0.203893	0.318807	0.51375
Pgrmc1	470.127991	469.110168	770.76593	756.862671
Gcat	20.662933	20.834757	15.083385	15.44696
Tek	1.967999	1.431366	0.268186	0.356353
Elovl1	19.033451	13.028964	35.756184	32.126751
Med8	19.255428	19.81291	24.109379	22.074902
Cdc20	3.6408	0	1.159041	0.994902
Adamts4	0.15988	0.115268	0.319258	0.2516
Nectin4	0	0	0	0.008258
Pfdn2	24.17663	30.605045	38.444263	37.210186
Rnf114	24.950617	19.676657	36.930889	37.814804
C330007P06Rik	6.939321	8.907498	11.587159	10.353966
Neurl1a	0.096458	0.047688	1.990908	2.509938
Srm	28.110729	47.178715	115.228447	96.844734
Epha2	9.475907	8.679255	53.614609	50.43375
Rbm14	6.129642	5.419497	10.422716	6.633985
Actn3	0	0	0.164576	0
Zdhhc24	0.716932	0.628047	3.880373	2.842187
Bbs1	0.179251	0.09028	0.398412	0.574547
Ndor1	5.893857	5.430476	11.913606	12.204734
Nsmf	26.499445	25.7008	28.169424	33.290909
Pdk1	11.392585	22.671843	23.263586	20.802164
Ptbp1	49.281895	54.903473	65.189278	74.615143
Mvd	5.704882	7.193742	16.266632	11.120683
Cyba	12.794528	6.3642	1.289598	1.788615
Itih3	524.4375	435.850555	140.871475	143.590317
Tmem110	4.700062	4.828072	6.408378	4.682905
Sfmbt1	4.229065	2.759968	4.773408	5.637619
Itih1	199.478058	175.721786	116.540466	111.356468
Ihh	0	0.081996	0.425485	0.392225
Prkag3	0.085641	0	0.530244	0.165366
Atp7b	2.453079	2.634792	3.995568	5.211942
Rundc3a	4.819007	3.954156	2.853341	2.043794
Slc4a3	0.190444	0	0	0
Cdt1	0.483375	0.483388	16.749514	13.711299
Snai3	0	0.062151	0.437662	0.242422
Aprt	25.02998	27.924646	106.364937	123.707039
Gtf2h1	15.422553	13.164524	33.60759	37.77425
Hfe	26.674017	25.23937	16.140818	14.302309
Slc5a6	2.212284	1.283871	4.587591	6.674723
Tcf23	0	0	0	0.013613
Nphs1	0	0	0.886284	0.676624
Aplp1	0.121656	0	0.950041	0.616633
Qrich1	18.350048	16.235861	22.678221	28.149628
P4htm	0	0	0.163231	0
Usp19	26.062567	21.806841	33.108475	34.450829
Pola1	0.239558	0.056008	0.586144	0.877087
Cdc42	50.075798	48.411648	176.347504	191.174271
Pknox1	3.637502	3.07863	4.824262	6.468506
D130043K22Rik	0.080631	0.040692	0.116126	0.02261
Gmnn	4.452759	3.944373	6.873245	6.158403
Acot13	24.785164	23.931829	39.341084	33.69529
Zfp184	0	0.094918	0.321068	0.378292
Cyp27b1	0	0	0.574885	0.516153
Cdk4	16.998339	17.349852	24.131897	32.649796
B4galnt1	32.810074	32.625057	69.999611	65.862061
Mettl1	9.959785	11.398359	30.068617	31.206701
Tspan31	120.305923	123.285561	51.759922	51.340145
Kif5b	16.641821	18.01741	20.865849	22.810555
Saal1	0.710483	0.394227	3.23013	3.78553
Krt23	0	0	2.364664	2.744896
Cnp	4.53167	2.534889	4.675814	3.454093
Ttc25	0	0.025645	3.962847	4.695573
Sulf2	3.602574	4.694744	4.004643	2.686377
Sod2	48.170383	52.992668	52.134041	49.311657
Tmco6	2.753929	2.946866	3.910001	4.862438
Stambp	4.452767	1.275426	5.06917	6.096713
Ezh1	3.502696	3.194387	12.577013	13.58541
Hap1	0.060462	0.061028	0.205144	0.306505
P3h4	0	0	0.149635	0
Ctnnb1	67.434341	59.891315	109.908699	110.890564
Eif1b	12.71647	11.660131	29.134293	36.657284
Chrd	1.333429	1.064281	0.520876	0.883566
Psmd2	51.317032	53.244663	118.28344	116.4841
Syngr3	0	0	0.055034	0
Vars	14.662623	12.240021	49.202766	42.183647
Vwa7	0	0	0.069115	0.062177
Hspa1l	0.72828	0.822951	0.614839	0.21833
Msh5	0	0	0.303111	0.813285
Abhd16a	14.220624	16.820696	20.172955	18.633863
Neu1	10.402767	8.893002	11.479887	13.685008
Ddah2	1.442266	0	1.530221	2.383784
Clic1	7.474873	4.939087	61.657898	71.842224
Lsm2	10.198483	6.900888	17.978466	18.923443
Pole	0.097677	0.138002	0.414854	1.636777
Atp1a2	0.065615	0.084719	0.148425	0.135366
Atp1a4	0	0	0.008048	0
Casq1	0	0	0.05845	0.201117
Stx1a	0	0	0.165636	0.23332
Zfp775	0.525072	0.464031	1.462126	2.633121
Mrpl49	10.763047	8.897219	13.559231	10.901611
Dennd2c	0.178535	0	0.499309	0.899025
Mark3	11.641645	11.540267	21.299639	22.433357
Gatad1	16.664951	17.141691	40.523888	36.826935
M6pr	21.157335	18.445045	68.433777	72.729134
Lrrc8a	9.931393	8.00492	20.54563	15.922906
Mc5r	0	0	0.047644	0
Ppp2r1a	21.427214	31.735405	84.397591	81.767502
Fance	3.445501	2.601036	14.412411	13.103489
Tinf2	4.697337	5.145759	15.401017	16.797581
Tssk4	0	0	0.098174	0.057397
Hapln4	1.469187	4.531737	1.428139	1.695323
Dus3l	5.120285	4.940167	7.915161	8.361296
Gtpbp3	7.609323	3.692694	10.58925	9.179063
Tgfbr1	5.470723	5.248031	8.318253	9.94733
Homer1	2.071297	2.892196	2.817319	3.129915
Rad51c	0	0	0.097277	0.148912
Cav1	0.690627	0.810645	0.630836	0.763771
Arpp19	20.214819	44.814575	45.121998	39.689102
Bcl2l1	12.68127	9.098716	27.699154	46.187176
Khsrp	12.198002	11.697331	31.539408	29.794853
Ccdc124	26.40926	25.451759	63.808121	55.582821
Cct4	28.403584	31.32448	70.033379	65.367004
0610009B22Rik	15.111659	14.583447	16.964783	14.464581
Cpt1c	0	0.032903	0.069459	0.054331
Twist2	0.068138	0	0.021926	0
Zfp655	14.842953	13.774206	25.770151	31.785448
Rhoa	41.555584	34.838619	138.466431	143.064148
Zmiz1	6.410495	6.778496	16.150244	20.010801
Ankrd26	0.32916	0.582541	2.056353	2.692481
Aldh16a1	24.024775	22.251152	18.032681	17.501448
Hnrnpa0	29.101151	26.362617	109.016304	98.919106
Prrg2	11.355798	12.592455	14.444202	13.709702
Hnrnph1	24.986465	34.002232	18.381269	32.414677
Ift43	3.655076	2.454345	11.158077	12.731853
Id3	55.619431	49.339462	72.110771	61.682354
Tcap	0	0	0.116798	0
Arid1a	6.851526	6.410833	9.630322	8.954531
Crlf1	0	0	0.13212	0.170985
Ctsd	95.812271	92.858223	224.914307	223.764847
Rplp1	470.587341	488.922974	1535.327148	1339.434326
Phox2a	0	0	0.756913	0.457062
Abhd8	0.478845	0.765227	5.398233	4.613298
Ift22	1.469375	2.400555	4.820408	3.278499
Fzd3	0	0	0.218635	0.425695
Mid1ip1	13.365242	17.703268	93.749252	92.809982
Ap2s1	43.648777	38.485687	48.003464	43.430584
Fgfrl1	8.317796	4.220787	10.896132	8.303291
4930432K21Rik	0	0	0.889358	1.035701
Fhl2	0	0	12.079606	23.80743
Emc10	31.783958	32.277195	52.769096	50.484394
Clstn3	0.297137	0.226353	0	0.013866
Fbxw9	8.483138	6.951895	49.992447	46.02697
Spib	0.14309	0.145169	0	0
Fnbp4	6.142534	5.154477	12.486258	15.95201
Cers4	0.450926	0.238565	0.023372	0.023734
Scrn3	15.974398	19.889788	8.096949	10.754818
Phax	10.401705	9.347092	23.17716	25.294683
Tle1	20.291664	23.247297	9.833671	9.468941
1700109H08Rik	0.135039	0.329874	1.9295	1.884082
Relt	0.070322	0	1.005809	1.947162
Snrpb2	11.399504	5.843337	12.01693	14.554868
Ubc	355.722137	479.540924	253.323013	245.663452
Prpf31	6.934062	8.052873	14.653842	11.642231
Sertad1	3.562321	4.016047	25.803391	29.235304
Carhsp1	18.946852	17.209007	118.276848	100.105629
Elk3	3.892419	1.031012	0.826117	0.795833
Herpud2	10.969642	10.866465	16.271908	17.349012
Rdh13	3.973677	4.282647	12.060742	12.326364
Adam21	0	0	0	0.057939
Nutf2	7.922008	6.083288	38.217728	39.873276
Fut1	0	0	0.297829	0.516655
Arpc5	14.557586	31.61372	57.350124	63.294361
Rnf151	0	0	0.105731	0.094567
Pou2f2	0.254032	0.142613	0.101689	0.084281
Mgst1	1787.765381	1849.653687	577.772156	597.603455
Nfib	4.930663	5.842357	4.004604	4.05843
Rab25	0	0	0	0.552533
Ubqln4	7.681159	10.865364	36.174686	36.597172
Rps18	137.731995	174.452835	620.727051	576.835022
Rpl10	115.369644	122.546783	424.851501	439.914551
Rps15a	22.049919	16.48436	57.692684	56.491997
Ncaph2	14.401499	15.484871	44.229374	42.755939
Hipk1	18.71031	15.605036	17.925268	16.415581
Gprc5b	0.087393	0.179165	3.215421	4.026489
Man1a2	4.946358	5.452008	9.980679	9.057394
Acyp1	10.10293	5.922593	5.125897	4.19877
Cldn13	0	0	0	0.0334
Cd163	11.294218	6.075175	0	0
Hdac5	7.481086	17.611917	19.702681	17.240658
Rala	5.814713	8.777851	26.733442	27.656385
Vdac3	31.983707	37.17511	133.736588	137.294205
Slc1a7	0	0	0.064378	0.010886
Vps72	9.471709	6.069381	35.219154	33.282528
Gabpa	11.386603	12.455601	11.512101	13.223965
Bmp7	0.273146	0	0.180836	0.106925
Dynll1	10.766126	9.211002	25.421356	28.607906
Pdcl	10.28978	14.416246	7.417619	6.515748
Tmem184b	5.514724	4.804532	66.573814	62.59235
Nf2	8.791565	13.800462	7.705655	5.793141
Cabp7	0	0	0.05747	0
Zmat5	5.404872	2.358021	8.583863	7.234325
Ewsr1	47.927582	38.412678	77.460648	92.872665
Ap1b1	19.452757	23.117176	9.92511	7.716307
Derl3	4.538274	7.337988	0.701186	0.748763
Gstt4	0	0	0.05743	0
Tbx1	0.112824	0	0.031155	0
Gnat2	0.546455	0.241103	0.302517	0.409908
Bcl2l13	9.921216	7.845829	16.992329	17.898071
2610028H24Rik	0	0	0	0.102206
Spatc1l	0	0	0.225074	0.042207
Dqx1	0.670531	0.50425	1.425434	1.976713
Lnpk	0.910064	1.21154	2.080984	2.534656
Trpm5	0	0	2.030485	3.448157
Rarres2	325.518738	316.216003	307.805756	291.259644
Pttg1ip	72.746796	63.782143	63.791565	67.853485
Trpm2	0.362134	0.221406	0.015222	0.012471
Ube2g2	28.831106	33.728725	24.102551	21.614931
Met	29.77833	26.012043	18.916056	19.683123
Slc16a12	12.390983	12.014112	1.715947	1.665664
Elk1	2.555584	2.05011	2.242827	1.8484
Nav1	0.358089	0.199932	0.071695	0.053461
Tnpo1	9.648869	10.181226	23.672201	27.23617
Rnmt	6.466972	5.437627	15.115015	12.111157
Kcnq1	0.272863	0.13362	0	0.007613
Srp14	30.101316	42.772789	48.1768	32.728958
Cdk9	13.710524	12.084517	37.393814	34.117294
Tor2a	15.968963	14.731933	18.709988	18.586428
Fpgs	96.272903	70.692101	28.743778	25.382559
Mkl2	2.095753	1.299014	14.491056	15.019258
Cbx5	5.512617	2.566853	4.596178	6.085766
Apobec3	1.662335	0.769222	0.156806	0.053517
St6galnac1	0	0	0.090066	0
Taf7l	0	0	0	0.029084
Sardh	381.431915	317.074615	110.513184	106.669571
Vav2	7.380635	5.390061	15.274605	14.271459
Ppp2cb	18.721413	17.92963	93.843185	93.842262
G0s2	18.903141	34.414505	22.464252	20.138903
Dmap1	4.922106	5.28947	12.212286	11.007167
Pla2g12b	33.317619	27.64328	16.291523	14.893294
Mcu	3.556652	3.078754	11.700167	13.481743
Oit3	10.691526	7.934224	0.644682	1.291153
Bcr	5.87072	4.000556	9.243604	6.630232
